考試標題,科目,題型,題號,題目,選項A,選項B,選項C,選項D,答案
111 年第 1 次證券投資分析人員資格測驗試題,會計及財務分析,申論題,3,"甲公司 X1年度損益表與資產負債表相關資料如下： 甲公司 綜合損益表(部分) X1 年度 銷貨收入 $15,960,000 銷貨成本 (12,540,000) 銷貨毛利 $3,420,000 營業費用 薪資費用 $846,000 折舊費用 270,000 其他費用 462,000 (1,578,000) 營業利益 $1,842,000 營業外收支 利息收入 $363,000 利息支出 (624,000) 出售設備損失 (162,000) (423,000) 稅前淨利 $1,419,000 所得稅費用 (354,000) 本期淨利 $1,065,000 資產負債表(部分) 期末餘額 期初餘額 應收帳款 $2,475,000 $2,919,000 應收利息 54,000 63,000 存貨 4,038,000 3,540,000 預付費用 105,000 78,000 應付帳款 2,112,000 1,929,000 應付薪資 204,000 162,000 應付費用 51,000 78,000 應付利息 99,000 90,000 本期所得稅負債 252,000 213,000 我國上市櫃公司實務上以間接法編製現金流量表中之營業活動現金流量時，係自稅前淨利開始調整相關 之應調整收益費損項目及資產負債之變動數，並單獨列示 IAS 7 所要求須揭露之所得稅支出、利息支出 等之現金流量項目，稱為改良式間接法。甲公司之會計政策係將利息收入及利息支出之現金流量分類為 營業活動現金流量。 試求：以改良式間接法編製甲公司 X1年度現金流量表中之營業活動現金流量部分。(10分) 111 年第 1 次",,,,,
111 年第 1 次證券投資分析人員資格測驗試題,總體經濟及金融市場,選擇題,1,其他條件不變下，若總合產出在 IS 線右上方，代表商品市場出現超額_______，因此產出會 _______。,供給；下降,供給；增加,需求；下降,需求；增加,A
111 年第 1 次證券投資分析人員資格測驗試題,總體經濟及金融市場,選擇題,2,依標準普爾公司給予的債券評等，下列何者屬於投資等級？,CCC,BB,BBB,B,C
111 年第 1 次證券投資分析人員資格測驗試題,總體經濟及金融市場,選擇題,3,實質景氣循環學派認為影響景氣循環的最重要因素是________。,貨幣供給的變動,利率的波動,央行的政策選擇,生產技術的衝擊,D
111 年第 1 次證券投資分析人員資格測驗試題,總體經濟及金融市場,選擇題,4,以下何者與零息債券沒有關係？,現時收益率,價格低於面額,到期收益率,利率風險,A
111 年第 1 次證券投資分析人員資格測驗試題,總體經濟及金融市場,選擇題,5,下列哪一項不列入國內生產毛額(GDP)中？,折舊,租賃所得,外籍勞工所得,本國國民在外國工作,D
111 年第 1 次證券投資分析人員資格測驗試題,總體經濟及金融市場,選擇題,6,國際油價上漲時，所引起的物價膨脹主要是？,總合需求線左移,總合需求線右移,總合供給線左移,總合供給線右移,C
111 年第 1 次證券投資分析人員資格測驗試題,總體經濟及金融市場,選擇題,7,總合需求曲線為負斜率的理由，下列何者不是？,實質餘額效果,利率效果,替代效果,理性預期效果,D
111 年第 1 次證券投資分析人員資格測驗試題,總體經濟及金融市場,選擇題,8,"當日圓兌美元之匯率為￥105/＄時，一位美國公民要花多少美元去購買價值 63,000日圓的日本商 品？","$62,895","$6,615",$624,$600,D
111 年第 1 次證券投資分析人員資格測驗試題,總體經濟及金融市場,選擇題,9,在何種情況下，釘住貨幣量比釘住利率更會擴大產出的波動？,石油價格上漲,農產品欠收,貨幣需求增加,以上皆是,C
111 年第 1 次證券投資分析人員資格測驗試題,總體經濟及金融市場,選擇題,10,外匯的期貨交易與遠期交易，有哪一個特點是相同的？,需要保證金,交易標準化,集中交易,交割日期在未來,D
111 年第 1 次證券投資分析人員資格測驗試題,總體經濟及金融市場,選擇題,11,下列有關財團法人金融消費評議中心的敘述，何者有誤？,藉此建立金融消費爭議處理機制,強化金融紀律讓消費者各項金融投資保本,增進金融消費者對市場之信心,促進金融市場健全發展之立法目標,B
111 年第 1 次證券投資分析人員資格測驗試題,總體經濟及金融市場,選擇題,12,下列哪一個物價指數是央行用來監測物價以做為貨幣供給變動之依據？,消費者物價指數,躉售物價指數,國內生產毛額平減指數,核心物價指數,D
111 年第 1 次證券投資分析人員資格測驗試題,總體經濟及金融市場,選擇題,13,下列哪一債券的利率風險最小？,五年期債券,七年期債券,十年期債券,二十年期債券,A
111 年第 1 次證券投資分析人員資格測驗試題,總體經濟及金融市場,選擇題,14,下列關於貨幣乘數(Money Multiplier)的描述，何者正確？,貨幣乘數與準備貨幣在實務上經常呈現負向的關係,貨幣乘數與超額準備存在正向關係,貨幣乘數與法定存款準備率有正向關係,貨幣乘數與超額準備的數量獨立不相關,A
111 年第 1 次證券投資分析人員資格測驗試題,總體經濟及金融市場,選擇題,15,________和_________皆是中央銀行的資產項目。,流通中的通貨淨額；準備金,政府公債；重貼現貸款,政府公債；準備金,流通中的通貨淨額；重貼現貸款,B
111 年第 1 次證券投資分析人員資格測驗試題,總體經濟及金融市場,選擇題,16,下列哪一個對「錢」的敘述最接近經濟學家所定義的貨幣？,郭台銘很有錢,小美打算在暑假期間打工賺很多錢,阿仁希望準備足夠的錢出國去旅行,今天賣的股票賺了不少錢,C
111 年第 1 次證券投資分析人員資格測驗試題,總體經濟及金融市場,選擇題,17,下列敘述中哪個是正確的？,對發行公司而言，其股權工具持有者的權益優先於債務工具持有者,貨幣市場工具都是債務工具,持股太少的股票持有人無法參與配股並對公司具有所有權,股票因為沒有期限，所以無法歸類為長期或短期工具,B
111 年第 1 次證券投資分析人員資格測驗試題,總體經濟及金融市場,選擇題,18,以下哪一個工具不是在資本市場中交易的？,股票,附買回協議,金融債券,公司債,B
111 年第 1 次證券投資分析人員資格測驗試題,總體經濟及金融市場,選擇題,19,借貸雙方在交易相關資訊上的差異稱為__________，因此在交易之前容易有_________問題，在 交易完成後也可能有_________問題。,資訊不對稱；逆選擇；風險分享,逆選擇；資訊不對稱；道德危險,資訊不對稱；道德危險；逆選擇,資訊不對稱；逆選擇；道德危險,D
111 年第 1 次證券投資分析人員資格測驗試題,總體經濟及金融市場,選擇題,20,以下敘述何者正確？,利率的期限貼水 (Term Premium) 可能為正值或負值,購買力平價 (PPP) 可以充分解釋兩國匯率,其他條件不變下，本國通貨膨脹將使本國貨幣升值,無法透過資產分散 (Diversification) 而消失的風險稱為系統性風險,D
111 年第 1 次證券投資分析人員資格測驗試題,總體經濟及金融市場,選擇題,21,假如一個人把手中持有的現金移轉至定期存款帳戶，那麼：,M1減少，M2保持不變,M1和M2皆保持不變,M1和 M2皆增加,M1減少，M2增加,A
111 年第 1 次證券投資分析人員資格測驗試題,總體經濟及金融市場,選擇題,22,德國BMW 公司發行人民幣計價債券到中國，此債券稱_________，屬於_________。,德意志債券；歐洲債券 (Eurobond),熊貓債券；歐洲債券 (Eurobond),熊貓債券；國外債券 (Foreign bond),德意志債券；國外債券 (Foreign bond),C
111 年第 1 次證券投資分析人員資格測驗試題,總體經濟及金融市場,選擇題,23,下列哪一項不被包括在「存款貨幣」當中？,活期儲蓄存款,支票存款,活期存款,定期存款,D
111 年第 1 次證券投資分析人員資格測驗試題,總體經濟及金融市場,選擇題,24,若一張債券的面額為 10萬元，載明票面利率為 5%：,若以 9.5 萬元買賣，則其殖利率小於 5%,若以 9 萬元買賣，則其當期收益率為 6%,若以10萬元買賣，則其殖利率大於 5%,若以8萬元買賣，則其當期收益率為 6.25%,D
111 年第 1 次證券投資分析人員資格測驗試題,總體經濟及金融市場,選擇題,25,通貨膨脹發生，其他情況沒變時：,對放貸的人有利,對借錢的人有利,對所有人的影響是一樣的,對受薪階級有利,B
111 年第 1 次證券投資分析人員資格測驗試題,總體經濟及金融市場,選擇題,26,要使國庫券買家去購買長期公債，必須給他額外的誘因，此誘因即_____。,稅率貼水,期限貼水,風險貼水,市場貼水,B
111 年第 1 次證券投資分析人員資格測驗試題,總體經濟及金融市場,選擇題,27,若預期市場上債券利率在未來一年中會上升，目前哪種債券會最被願意持有？,一年期債券,二年期債券,五年期債券,十年期債券,A
111 年第 1 次證券投資分析人員資格測驗試題,總體經濟及金融市場,選擇題,28,菲力普曲線 (Phillip Curve) 指出當勞動市場_________時，生產成本會_________而使得總合供給 曲線向右移動。,寬鬆；下降,寬鬆；上升,緊縮；上升,緊縮；下降,A
111 年第 1 次證券投資分析人員資格測驗試題,總體經濟及金融市場,選擇題,29,根據期限結構的市場區隔理論，___________。,收益曲線正斜率和負斜率的機會相同,無法說明實務上短期和長期利率常常同向變動,當收益曲線為正斜率時，短期利率被預期在未來會下降,投資者對長短期債券沒有強烈的偏好,B
111 年第 1 次證券投資分析人員資格測驗試題,總體經濟及金融市場,選擇題,30,"假定你對台積電股票的財富彈性為 2，目前你擁有台積電股票5,000股，且財富水準為 600萬元。 今年你拿到了60萬元年終獎金，你對於台積電股票將：",多買250股,多買500股,"多買1,000股","多買1,200股",C
111 年第 1 次證券投資分析人員資格測驗試題,總體經濟及金融市場,選擇題,31,下列哪些因素會使得債券供給增加？,預期通貨膨脹率下跌,經濟全面上揚,政府預算赤字減少,股票的流動性變好,C
111 年第 1 次證券投資分析人員資格測驗試題,總體經濟及金融市場,選擇題,32,財政政策效力越大，發生在________時。,IS 越水平或 LM 越垂直,IS 越陡直且 LM 越垂直,LM 越平坦或 IS 越陡直,IS 越水平且 LM 越水平,D
111 年第 1 次證券投資分析人員資格測驗試題,總體經濟及金融市場,選擇題,33,根據利率平價理論，如果本國的利率為 6%，外國的利率為 8%：,國內通貨預期將升值 2%,國內通貨預期將貶值 2%,外國通貨預期將升值 2%,兩國匯率維持不變,A
111 年第 1 次證券投資分析人員資格測驗試題,總體經濟及金融市場,選擇題,34,在其他條件不變之下，預期未來本國匯率________(直接法)，將造成對本國資產的需求_______， 造成本國貨幣貶值。,上升；增加,降低；減少,降低；增加,上升；減少,A
